datetime,surge,flood_depth
2014-07-03 04:48:00,0.0839574532189609,5.234815
2014-07-03 04:54:00,0.0839574532190773,5.234815
2014-07-03 05:00:00,0.0839574532191972,5.234815
2014-07-03 05:06:00,0.0839574532193198,5.234815
2014-07-03 05:12:00,0.0839574532194423,5.234815
2014-07-03 05:18:00,0.083957453219572,5.234815
2014-07-03 05:24:00,0.0839574532197043,5.234815
2014-07-03 05:30:00,0.0839574532198367,5.234815
2014-07-03 05:36:00,0.0839574532199726,5.234815
2014-07-03 05:42:00,0.0839574532201111,5.234815
2014-07-03 05:48:00,0.083957453220255,5.234815
2014-07-03 05:54:00,0.0839574532203945,5.234815
2014-07-03 06:00:00,0.0839574532205508,5.234815
2014-07-03 06:06:00,0.0839574532207195,5.234815
2014-07-03 06:12:00,0.0839574532209007,5.234815
2014-07-03 06:18:00,0.0839574532210837,5.234815
2014-07-03 06:24:00,0.0839574532212942,5.234815
2014-07-03 06:30:00,0.0839574532215082,5.234815
2014-07-03 06:36:00,0.0839574532217374,5.234815
2014-07-03 06:42:00,0.0839574532219665,5.234815
2014-07-03 06:48:00,0.0839574532222241,5.234815
2014-07-03 06:54:00,0.0839574532224799,5.234815
2014-07-03 07:00:00,0.0839574532227552,5.234815
2014-07-03 07:06:00,0.0839574532230394,5.234815
2014-07-03 07:12:00,0.0839574532233414,5.234815
2014-07-03 07:18:00,0.0839574532236647,5.234815
2014-07-03 07:24:00,0.0839574532240049,5.234815
2014-07-03 07:30:00,0.0839574532243548,5.234815
2014-07-03 07:36:00,0.0839574532247234,5.234815
2014-07-03 07:42:00,0.0839574532251196,5.234815
2014-07-03 07:48:00,0.0839574532255388,5.234815
2014-07-03 07:54:00,0.0839574532259598,5.234815
2014-07-03 08:00:00,0.0839574532264287,5.234815
2014-07-03 08:06:00,0.0839574532269057,5.234815
2014-07-03 08:12:00,0.0839574532274146,5.234815
2014-07-03 08:18:00,0.0839574532279386,5.234815
2014-07-03 08:24:00,0.0839574532284929,5.234815
2014-07-03 08:30:00,0.0839574532290853,5.234815
2014-07-03 08:36:00,0.0839574532297097,5.234815
2014-07-03 08:42:00,0.0839574532303545,5.234815
2014-07-03 08:48:00,0.0839574532310295,5.234815
2014-07-03 08:54:00,0.083957453231756,5.234815
2014-07-03 09:00:00,0.0839574532325181,5.234815
2014-07-03 09:06:00,0.0839574532333032,5.234815
2014-07-03 09:12:00,0.0839574532341239,5.234815
2014-07-03 09:18:00,0.0839574532350103,5.234815
2014-07-03 09:24:00,0.083957453235942,5.234815
2014-07-03 09:30:00,0.0839574532368728,5.234815
2014-07-03 09:36:00,0.0839574532378978,5.234815
2014-07-03 09:42:00,0.0839574532389751,5.234815
2014-07-03 09:48:00,0.0839574532401085,5.234815
2014-07-03 09:54:00,0.0839574532412391,5.234815
2014-07-03 10:00:00,0.0839574532425154,5.234815
