Catchment ID,Watershed ID,Area (sqkm)
cat-694856,wb-694856,34.73414497807801
cat-694725,wb-694725,89.27460235341316
cat-694855,wb-694855,8.872208140458836
cat-694724,wb-694724,9.534595837493454
cat-694854,wb-694854,32.32619901904702
cat-694723,wb-694723,12.438456286550089
cat-698891,wb-698891,11.870087642920549
cat-694722,wb-694722,9.945451181301086
