time,cat-694853-discharge,cat-694852-discharge,cat-694856-discharge,cat-694725-discharge,cat-694855-discharge,cat-694724-discharge,cat-694854-discharge,cat-694723-discharge,cat-694722-discharge,storm_name
2007-05-31 00:00:00,13564.254429637318,37661.63724952934,14974.46880246573,41360.92327033632,13936.26738685184,5762.73620916948,12615.119577188543,6011.056756812643,4806.277414630157,Tropical Storm Barry
2007-05-31 01:00:00,13545.091214772348,37608.438210053515,14953.338864270732,41302.646793800064,13916.600658807156,5754.605317719174,12597.340167728073,6002.557145016834,4799.481356322934,Tropical Storm Barry
2007-05-31 02:00:00,13716.846268608677,38016.0722294127,14932.112442339683,41244.12233225727,13896.933930762472,5746.4744262688655,12757.175262877809,5994.092084488486,4792.712924268993,Tropical Storm Barry
2007-05-31 03:00:00,14068.07520322344,38856.82946308862,14911.07898788074,41186.093840727546,13877.341137785626,5738.370019806998,13083.849462964728,5985.627023960141,4785.944492215052,Tropical Storm Barry
2007-05-31 04:00:00,14587.512100680902,40103.77246641023,14890.04553342179,41127.817364191294,13857.74834480878,5730.265613345129,13566.946548304932,5977.196514699256,4779.203686414393,Tropical Storm Barry
2007-05-31 05:00:00,15264.493379251771,41731.12239447725,14869.012078962844,41070.036857668114,13838.204841877156,5722.187691871695,14196.678864195426,5968.766005438372,4772.462880613733,Tropical Storm Barry
2007-05-31 06:00:00,16088.69008843258,43714.162452179335,14848.075108239947,41012.0083661384,13818.71062899076,5714.136255386703,14963.438345927763,5960.370047444951,4765.749701066355,Tropical Storm Barry
2007-05-31 07:00:00,17049.99636520373,46029.04479423422,14827.13813751705,40954.22785961521,13799.241061126975,5706.084818901706,15857.976108782614,5951.939538184067,4759.008895265696,Tropical Storm Barry
2007-05-31 08:00:00,17955.77616723808,48534.51679858541,14806.201166794152,40896.44735309203,13779.796138285805,5698.033382416712,16782.50540072736,5943.578131458109,4752.3233419716,Tropical Storm Barry
2007-05-31 09:00:00,18802.839343516203,50878.84688481474,14785.360679807303,40838.914831575385,13760.40050548986,5690.008430920157,17647.50060947869,5935.2167247321495,4745.637788677503,Tropical Storm Barry
2007-05-31 10:00:00,19593.907561341388,53069.17975150882,14764.616676556509,40781.38231005874,13741.029517716524,5682.009964412036,18455.745379952143,5926.855318006191,4738.9522353834045,Tropical Storm Barry
