time,cat-694853-discharge,cat-694852-discharge,cat-694856-discharge,cat-694725-discharge,cat-694855-discharge,cat-694724-discharge,cat-694854-discharge,cat-694723-discharge,cat-694722-discharge
2008-09-04 00:00:00,13564.165194643767,37661.44414956754,14974.37231872968,41360.923270336316,13936.267386851841,5762.73620916948,12615.119577188545,6011.056756812643,4806.277414630157
2008-09-04 01:00:00,13545.001979778797,37608.24511009172,14953.24238053468,41302.646793800064,13916.600658807156,5754.605317719174,12597.340167728073,6002.557145016834,4799.481356322934
2008-09-04 02:00:00,13716.846268608675,38016.0722294127,14932.112442339685,41244.12233225727,13896.933930762472,5746.4744262688655,12757.175262877807,5994.092084488486,4792.712924268993
2008-09-04 03:00:00,14068.075203223441,38856.82946308862,14911.078987880739,41186.093840727546,13877.341137785626,5738.370019806998,13083.849462964728,5985.627023960141,4785.944492215052
2008-09-04 04:00:00,14587.512100680902,40103.77246641023,14890.04553342179,41127.817364191294,13857.74834480878,5730.265613345129,13566.946548304932,5977.196514699256,4779.203686414393
2008-09-04 05:00:00,15264.493379251773,41731.12239447725,14869.012078962845,41070.036857668114,13838.204841877157,5722.187691871695,14196.678864195426,5968.766005438372,4772.462880613733
2008-09-04 06:00:00,16088.66777968419,43714.162452179335,14848.075108239947,41012.0083661384,13818.71062899076,5714.136255386703,14963.438345927763,5960.370047444951,4765.749701066355
2008-09-04 07:00:00,17049.974056455343,46029.04479423422,14827.13813751705,40954.22785961521,13799.241061126975,5706.084818901706,15857.976108782614,5951.939538184067,4759.008895265696
2008-09-04 08:00:00,17955.151522283228,48533.06854887191,14806.201166794153,40896.44735309203,13779.796138285805,5698.033382416712,16782.50540072736,5943.578131458109,4752.3233419716
2008-09-04 09:00:00,18801.65697985166,50875.95038538774,14785.360679807305,40838.914831575385,13760.400505489859,5690.008430920157,17647.50060947869,5935.2167247321495,4745.637788677503
2008-09-04 10:00:00,19592.189787715535,53065.02810233013,14764.616676556509,40781.38231005874,13741.029517716523,5682.009964412036,18455.745379952143,5926.855318006191,4738.9522353834045
2008-09-04 11:00:00,20329.53853942332,55107.73604822831,14743.969157041762,40724.09777354864,13721.683174965798,5674.011497903917,19209.84376706869,5918.493911280232,4732.266682089308
2008-09-04 12:00:00,21015.755639826668,57010.253421859925,14723.225153790965,40666.81323703853,13702.3861222603,5666.013031395798,19912.130440757486,5910.1670558217365,4725.608755048493
2008-09-04 13:00:00,21653.875078706293,58780.40077167783,14702.577634276222,40609.52870052842,13683.113714577416,5658.067534864553,20565.299250936787,5901.874751630703,4718.978454260959
2008-09-04 14:00:00,22245.993878410638,60424.16419649783,14681.737147289372,40552.49214902485,13663.890596939753,5650.09555334487,21171.41548254392,5893.58244743967,4712.348153473425
2008-09-04 15:00:00,22794.632927507497,61947.91599505931,14661.089627774625,40495.45559752129,13644.692124324705,5642.176541802062,21732.813805508034,5885.290143248635,4705.717852685891
2008-09-04 16:00:00,23301.264603390468,63356.67676636907,14640.538591995928,40438.667031024255,13625.51829673227,5634.23104527082,22251.559504766465,5877.032390325066,4699.115178151639
2008-09-04 17:00:00,23768.40979462733,64656.142959300196,14620.084039953284,40381.878464527224,13606.393759185059,5626.3385187164495,22729.717865256534,5868.774637401494,4692.512503617385
2008-09-04 18:00:00,24197.407026121364,65850.94897293588,14599.53300417459,40325.33788303672,13587.29386666046,5618.44599216208,23169.354171915576,5860.551435745388,4685.937455336414
2008-09-04 19:00:00,24590.71026019519,66947.17745607281,14579.07845213194,40268.5493165397,13568.218619158475,5610.553465607712,23572.174529691805,5852.328234089278,4679.362407055443
2008-09-04 20:00:00,24949.65802175208,67949.17315785149,14558.527416353247,40212.25672005573,13549.192661701712,5602.687424041778,23939.974838530743,5844.10503243317,4672.787358774471
2008-09-04 21:00:00,25276.258098146907,68862.24632722141,14538.072864310601,40155.71613856524,13530.191349267563,5594.821382475846,24274.640793375158,5835.916382044526,4666.239936746782
2008-09-04 22:00:00,25571.84901428294,69689.77621351404,14517.714796004006,40099.423542081284,13511.239326878636,5586.981825898351,24577.698909178718,5827.727731655879,4659.692514719091
2008-09-04 23:00:00,25837.992382547305,70435.9144659081,14497.356727697408,40043.37893060385,13492.311949512326,5579.168754309294,24850.67570089512,5819.573632534697,4653.172718944684
2008-09-05 00:00:00,26076.026727843266,71104.90928356319,14477.095143126864,39987.334319126436,13473.409217168624,5571.3291977317995,25095.1874784753,5811.419533413514,4646.652923170275
2008-09-05 01:00:00,26287.51366255795,71700.71921569618,14456.833558556318,39931.289707649026,13454.531129847537,5563.54261113118,25312.760756872944,5803.2654342923315,4640.133127395866
2008-09-05 02:00:00,26473.568624110743,72227.10971156218,14436.47549024972,39875.245096171595,13435.702332571676,5555.756024530561,25504.56287105262,5795.145886438611,4633.640957874739
2008-09-05 03:00:00,26635.976312372655,72687.84622041628,14416.310389415226,39819.448469700714,13416.922825341038,5547.969437929942,25672.12033596801,5787.060889852353,4627.176414606893
2008-09-05 04:00:00,26775.629077279187,73085.63214172368,14396.145288580732,39763.899828236375,13398.1433181104,5540.209336317758,25816.510691586423,5778.941341998633,4620.684245085766
2008-09-05 05:00:00,26893.419268765843,73423.84672481586,14376.076671482288,39708.35118677202,13379.413100924987,5532.475719694013,25939.170657864255,5770.890896679838,4614.247328071201
2008-09-05 06:00:00,26990.908499219768,73705.57956908164,14355.911570647791,39652.80254530768,13360.707528762186,5524.742103070268,26041.177774768803,5762.805900093581,4607.782784803357
