time,cat-694853-discharge,cat-694852-discharge,cat-694856-discharge,cat-694725-discharge,cat-694855-discharge,cat-694724-discharge,cat-694854-discharge,cat-694723-discharge,cat-694722-discharge
2019-10-24 00:00:00,13564.165194643767,37661.44414956754,14974.37231872968,41360.923270336316,13936.267386851841,5762.73620916948,12615.119577188545,6011.056756812643,4806.277414630157
2019-10-24 01:00:00,13545.001979778797,37608.24511009172,14953.24238053468,41302.646793800064,13916.600658807156,5754.605317719174,12597.340167728073,6002.557145016834,4799.481356322934
2019-10-24 02:00:00,13716.846268608675,38016.0722294127,14932.112442339685,41244.12233225727,13896.933930762472,5746.4744262688655,12757.175262877807,5994.092084488486,4792.712924268993
2019-10-24 03:00:00,14068.075203223441,38856.82946308862,14911.078987880739,41186.093840727546,13877.341137785626,5738.370019806998,13083.849462964728,5985.627023960141,4785.944492215052
2019-10-24 04:00:00,14587.512100680902,40103.77246641023,14890.04553342179,41127.817364191294,13857.74834480878,5730.265613345129,13566.946548304932,5977.196514699256,4779.203686414393
2019-10-24 05:00:00,15264.493379251773,41731.12239447725,14869.012078962845,41070.036857668114,13838.204841877157,5722.187691871695,14196.678864195426,5968.766005438372,4772.462880613733
2019-10-24 06:00:00,16088.66777968419,43714.162452179335,14848.075108239947,41012.0083661384,13818.71062899076,5714.136255386703,14963.438345927763,5960.370047444951,4765.749701066355
2019-10-24 07:00:00,17049.974056455343,46029.04479423422,14827.13813751705,40954.22785961521,13799.241061126975,5706.084818901706,15857.976108782614,5951.939538184067,4759.008895265696
2019-10-24 08:00:00,17955.21844852839,48533.16509885281,14806.297650530201,40896.44735309203,13779.796138285805,5698.033382416712,16782.50540072736,5943.578131458109,4752.3233419716
2019-10-24 09:00:00,18801.723906096824,50876.04693536864,14785.457163543355,40838.914831575385,13760.400505489859,5690.008430920157,17647.50060947869,5935.2167247321495,4745.637788677503
2019-10-24 10:00:00,19592.502110192967,53065.703952196425,14764.616676556509,40781.38231005874,13741.029517716523,5682.009964412036,18455.745379952143,5926.855318006191,4738.9522353834045
2019-10-24 11:00:00,20330.051640636237,55109.18429794181,14743.77618956966,40724.09777354864,13721.683174965798,5674.011497903917,19209.84376706869,5918.493911280232,4732.266682089308
2019-10-24 12:00:00,21016.960312239597,57013.343021248715,14723.032186318864,40666.81323703853,13702.3861222603,5666.013031395798,19912.130440757486,5910.1670558217365,4725.608755048493
2019-10-24 13:00:00,21655.28052985471,58783.973120971124,14702.384666804119,40609.52870052842,13683.113714577416,5658.067534864553,20565.299250936787,5901.874751630703,4718.978454260959
2019-10-24 14:00:00,22247.28778581712,60427.350345867526,14681.737147289372,40552.49214902485,13663.890596939753,5650.09555334487,21171.41548254392,5893.58244743967,4712.348153473425
2019-10-24 15:00:00,22795.302189959126,61949.460794753715,14661.089627774625,40495.45559752129,13644.692124324705,5642.176541802062,21732.813805508034,5885.290143248635,4705.717852685891
2019-10-24 16:00:00,23301.04151590659,63356.00091650277,14640.44210825988,40438.667031024255,13625.51829673227,5634.23104527082,22251.559504766465,5877.032390325066,4699.115178151639
2019-10-24 17:00:00,23767.071269724074,64652.6671599878,14619.891072481181,40381.878464527224,13606.393759185059,5626.3385187164495,22729.717865256534,5868.774637401494,4692.512503617385
2019-10-24 18:00:00,24194.729976314848,65844.57667419649,14599.436520438538,40325.33788303672,13587.29386666046,5618.44599216208,23169.354171915576,5860.551435745388,4685.937455336414
2019-10-24 19:00:00,24586.471598001546,66936.94315809742,14578.885484659844,40268.5493165397,13568.218619158475,5610.553465607712,23572.174529691805,5852.328234089278,4679.362407055443
2019-10-24 20:00:00,24943.411572203542,67934.49756075471,14558.430932617195,40212.25672005573,13549.192661701712,5602.687424041778,23939.974838530743,5844.10503243317,4672.787358774471
2019-10-24 21:00:00,25268.003861243484,68841.97083123242,14538.072864310601,40155.71613856524,13530.191349267563,5594.821382475846,24274.640793375158,5835.916382044526,4666.239936746782
2019-10-24 22:00:00,25561.14081505688,69663.80426865198,14517.714796004006,40099.423542081284,13511.239326878636,5586.981825898351,24577.698909178718,5827.727731655879,4659.692514719091
2019-10-24 23:00:00,25824.830220998603,70404.34262215385,14497.356727697408,40043.37893060385,13492.311949512326,5579.168754309294,24850.67570089512,5819.573632534697,4653.172718944684
2019-10-25 00:00:00,26060.410603971923,71067.64099093585,14476.99865939081,39987.334319126436,13473.409217168624,5571.3291977317995,25095.1874784753,5811.419533413514,4646.652923170275
2019-10-25 01:00:00,26269.44357636397,71657.56137423395,14456.737074820267,39931.289707649026,13454.531129847537,5563.54261113118,25312.760756872944,5803.2654342923315,4640.133127395866
2019-10-25 02:00:00,26453.267663078,72177.96577128416,14436.47549024972,39875.245096171595,13435.702332571676,5555.756024530561,25504.56287105262,5795.145886438611,4633.640957874739
2019-10-25 03:00:00,26612.9983015334,72632.32998139887,14416.310389415226,39819.448469700714,13416.922825341038,5547.969437929942,25672.12033596801,5787.060889852353,4627.176414606893
2019-10-25 04:00:00,26750.19710411729,73024.32290385227,14396.145288580732,39763.899828236375,13398.1433181104,5540.209336317758,25816.510691586423,5778.941341998633,4620.684245085766
2019-10-25 05:00:00,26865.756420765192,73357.03413803315,14376.076671482288,39708.35118677202,13379.413100924987,5532.475719694013,25939.170657864255,5770.890896679838,4614.247328071201
2019-10-25 06:00:00,26961.014776380347,73633.64983331124,14355.911570647791,39652.80254530768,13360.707528762186,5524.742103070268,26041.177774768803,5762.805900093581,4607.782784803357
2019-10-25 07:00:00,27037.087608382153,73857.3561390562,14335.842953549347,39597.25390384333,13342.05124664461,5517.034971434961,26123.609582267374,5754.755454774786,4601.345867788792
2019-10-25 08:00:00,27095.090354189975,74030.85645473324,14315.870820186949,39541.95324738552,13323.419609549648,5509.327839799654,26187.54362032727,5746.705009455991,4594.908950774227
2019-10-25 09:00:00,27135.692276255457,74156.95072978844,14295.898686824556,39486.900575934254,13304.812617477297,5501.620708164347,26233.967633918503,5738.689115404659,4588.499660012944
