time,cat-694853-discharge,cat-694852-discharge,cat-694856-discharge,cat-694725-discharge,cat-694855-discharge,cat-694724-discharge,cat-694854-discharge,cat-694723-discharge,cat-694722-discharge
2017-09-17 00:00:00,14413.258467025165,39163.76185236926,15277.041798719209,41360.923270336316,13936.267386851841,5762.73620916948,12615.119577188545,6011.056756812643,4806.277414630157
2017-09-17 01:00:00,14387.93803760521,39102.45261449785,15256.201311732362,41302.646793800064,13916.600658807156,5754.605317719174,12597.340167728073,6002.557145016834,4799.481356322934
2017-09-17 02:00:00,14339.84037608149,38952.896694083975,15386.068420455957,41244.12233225727,13896.933930762472,5746.4744262688655,12757.175262877807,5994.092084488486,4792.712924268993
2017-09-17 03:00:00,14686.562943521958,39788.63332875311,15365.517384677258,41186.093840727546,13877.341137785626,5738.370019806998,13083.849462964728,5985.627023960141,4785.944492215052
2017-09-17 04:00:00,15201.69425254061,41030.845383010615,15345.062832634612,41127.817364191294,13857.74834480878,5730.265613345129,13566.946548304932,5977.196514699256,4779.203686414393
2017-09-17 05:00:00,15413.805832210146,41975.20074619207,14990.774553858215,41070.036857668114,13838.204841877157,5722.187691871695,14196.678864195426,5968.766005438372,4772.462880613733
2017-09-17 06:00:00,16237.400205184485,43957.85460397056,14969.93406687137,41012.0083661384,13818.71062899076,5714.136255386703,14963.438345927763,5960.370047444951,4765.749701066355
2017-09-17 07:00:00,17198.818025697576,46273.21969592994,14949.093579884524,40954.22785961521,13799.241061126975,5706.084818901706,15857.976108782614,5951.939538184067,4759.008895265696
2017-09-17 08:00:00,18153.788617926642,48768.843602229346,14820.191308521435,40896.44735309203,13779.796138285805,5698.033382416712,16782.50540072736,5943.578131458109,4752.3233419716
2017-09-17 09:00:00,19150.342717150234,51495.4150628412,14799.350821534588,40838.914831575385,13760.400505489859,5690.008430920157,17647.50060947869,5935.2167247321495,4745.637788677503
2017-09-17 10:00:00,20088.559439340195,54064.7066045672,14778.51033454774,40781.38231005874,13741.029517716523,5682.009964412036,18455.745379952143,5926.855318006191,4738.9522353834045
2017-09-17 11:00:00,20954.562742999413,56428.5397869383,14761.62568073895,40724.09777354864,13721.683174965798,5674.011497903917,19209.84376706869,5918.493911280232,4732.266682089308
2017-09-17 12:00:00,21783.689685573885,58703.643536862444,14740.881677488154,40666.81323703853,13702.3861222603,5666.013031395798,19912.130440757486,5910.1670558217365,4725.608755048493
2017-09-17 13:00:00,22560.61415692131,60835.467115131214,14720.13767423736,40609.52870052842,13683.113714577416,5658.067534864553,20565.299250936787,5901.874751630703,4718.978454260959
2017-09-17 14:00:00,23393.17664674748,63002.14523650481,14766.546351277513,40552.49214902485,13663.890596939753,5650.09555334487,21171.41548254392,5893.58244743967,4712.348153473425
2017-09-17 15:00:00,24072.924210118417,64866.71846764277,14745.995315498818,40495.45559752129,13644.692124324705,5642.176541802062,21732.813805508034,5885.290143248635,4705.717852685891
